timestamp,url,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,risk_score,risk_class,threat_category,auto_label,verified_label
1764638661.8075347,https://www.sentinelone.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077645,https://www.heritage.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.814095,https://www.masons.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8078256,https://www.sigbio.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807818,https://www.itu.int,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8075147,https://www.erlang.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140357,https://www.vantiv.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8076077,https://www.deseret.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8141222,https://www.uth.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077834,https://www.kali.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8072252,https://www.choicehotels.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8073723,https://www.gizmodo.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8075886,https://www.mercurynews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140244,https://www.acm.org/computer-magazines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8139892,https://www.acm.org/web,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8073456,https://www.blog.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077955,https://www.saylor.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8074806,https://www.wisc.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8141608,https://www.ndsu.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077092,https://www.guilford.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8072593,https://www.epa.gov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140328,https://www.ingenico.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807534,https://www.cylance.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8074896,https://www.time.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8076007,https://www.mlive.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8072906,https://www.homeadvisor.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807555,https://www.radio.garden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8141375,https://www.upenn.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8074384,https://www.score.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8074622,https://www.caltech.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8141155,https://www.stjude.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8075404,https://www.smule.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077555,https://www.umuc.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8072722,https://www.spaceforce.mil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8072479,https://www.waze.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8075397,https://www.vimeo.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807522,https://www.sophos.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8078296,https://www.sigir.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.814158,https://www.unl.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140984,https://www.rebekahs.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8078072,https://www.viaf.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140712,https://www.ncua.gov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8071697,https://www.hasbro.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8141682,https://www.washington.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8075318,https://www.troyhunt.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8078842,https://www.sigurd.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807505,https://www.gizmodo.com.au,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8075118,https://www.scala-lang.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8074217,https://www.fivethirtyeight.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807529,https://www.securityfocus.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140934,https://www.lionsclubs.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077517,https://www.frostburg.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8071964,https://www.wwbw.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140235,https://www.acm.org/computer-tutorials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140962,https://www.mooseinternational.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807221,https://www.hotels.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8071895,https://www.sweetwater.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807242,https://www.enterprise.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8076646,https://www.auburn.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8071606,https://www.pet-supplies.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8074834,https://www.ubc.ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140924,https://www.toastmasters.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140552,https://www.ally.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077395,https://www.vmi.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077142,https://www.lees-mcrae.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807839,https://www.sigmis.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8141613,https://www.sdstate.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140929,https://www.rotary.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140914,https://www.habitat.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8141458,https://www.unc.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077106,https://www.barton.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8073912,https://www.marketwatch.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8075995,https://www.syracuse.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8076713,https://www.usouthal.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807519,https://www.rapid7.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8076115,https://www.thenewstribune.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807493,https://www.sciencemag.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8072064,https://www.century21.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140998,https://www.grange.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807364,https://www.akamai.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8075037,https://www.howtogeek.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8075094,https://www.perl.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8072379,https://www.spirit.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807634,https://www.billingsgazette.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8072388,https://www.frontier.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8072784,https://www.consumerfinance.gov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8074229,https://www.vox.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140275,https://www.acm.org/computer-events,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077679,https://www.hrw.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807749,https://www.towson.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140917,https://www.goodwill.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807806,https://www.orcid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807759,https://www.afit.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8141108,https://www.hospitals.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8078492,https://www.sigvisual.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8075802,https://www.chicagotribune.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807487,https://www.ed.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807506,https://www.filehippo.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8076658,https://www.uah.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8072765,https://www.fcc.gov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8072617,https://www.usgs.gov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8072305,https://www.southwest.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140655,https://www.thinkorswim.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8141649,https://www.unm.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140879,https://www.redcross.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8076432,https://www.unr.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8078024,https://www.dp.la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8141196,https://www.vumc.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077838,https://www.parrotsec.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8074422,https://www.rocketlawyer.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8073103,https://www.taskrabbit.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8141084,https://www.cdc.gov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8074446,https://www.findlaw.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8141272,https://www.mountsinai.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077404,https://www.roanoke.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8139944,https://www.acm.org/computer-science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8075225,https://www.eset.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807848,https://www.sigops.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8141544,https://www.nebraska.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8139927,https://www.acm.org/information-retrieval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.807817,https://www.iso.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8075197,https://www.fortinet.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077476,https://www.sbc.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077826,https://www.system76.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8077683,https://www.amnesty.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8078568,https://www.sigcapture.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.814138,https://www.duke.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
1764638661.8140137,https://www.acm.org/computer-vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Safe,Trusted Safe Website,Safe — Manual,Safe
